hmm.accession	hmm.name	hmm.description	protein.name	secondary.name	author	e.val.threshold	hmm.coverage.threshold	target.coverage.threshold	literature.ref	database.ref	comment
PDLC03860	Lamassu-Fam__LmuB_SMC_Cap4_nuclease	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03861	Lamassu-Fam__LmuB_SMC_Amidase	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03862	Lamassu-Fam__LmuB_SMC_Lipase	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03863	Lamassu-Fam__LmuB_SMC_Mrr	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03864	Lamassu-Fam__LmuB_SMC_PDDEXK	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03865	Lamassu-Fam__LmuB_SMC_Hydrolase_protease	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03866	Lamassu-Fam__LmuB_SMC_Sir2	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03867	Lamassu-Fam__LmuB_SMC_hypothetical	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03868	Lamassu-Fam__LmuB_SMC_FMO	NA	LmuB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03869	Lamassu-Fam__LmuC_acc_Lipase	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03870	Lamassu-Fam__LmuC_acc_Cap4_nuclease	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03871	Lamassu-Fam__LmuC_acc_Mrr	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03872	Lamassu-Fam__LmuC_acc_PDDEXK	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03873	Lamassu-Fam__LmuC_acc_hydrolase_protease	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03874	Lamassu-Fam__LmuC_acc_Sir2	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03875	Lamassu-Fam__LmuC_acc_hypothetical	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03876	Lamassu-Fam__LmuC_acc_FMO	NA	LmuC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03877	Menshen__NsnA	NA	NsnA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03878	Menshen__NsnB	NA	NsnB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03879	Menshen__NsnC_2507451963	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03880	Menshen__NsnC_2512525018	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03881	Menshen__NsnC_2512642389	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03882	Menshen__NsnC_2515675032	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03883	Menshen__NsnC_2518623264	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03884	Menshen__NsnC_2524775996	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03885	Menshen__NsnC_2525400098	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03886	Menshen__NsnC_2525488910	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03887	Menshen__NsnC_2583135648	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03888	Menshen__NsnC_2596897843	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03889	Menshen__NsnC_2597471359	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03890	Menshen__NsnC_2598643479	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03891	Menshen__NsnC_2601090942	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03892	Menshen__NsnC_2602479687	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03893	Menshen__NsnC_2602512313	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03894	Menshen__NsnC_2617187710	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03895	Menshen__NsnC_2619923329	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03896	Menshen__NsnC_2623244837	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03897	Menshen__NsnC_2631934571	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03898	Menshen__NsnC_2632405575	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03899	Menshen__NsnC_2635923458	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03900	Menshen__NsnC_2637376592	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03901	Menshen__NsnC_2639140027	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03902	Menshen__NsnC_2641324761	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03903	Menshen__NsnC_2646843772	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03904	Menshen__NsnC_2656189766	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03905	Menshen__NsnC_2656976156	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03906	Menshen__NsnC_2660358384	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03907	Menshen__NsnC_2661990395	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03908	Menshen__NsnC_2670026569	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03909	Menshen__NsnC_2676918070	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03910	Menshen__NsnC_2696122707	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03911	Menshen__NsnC_2701621510	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03912	Menshen__NsnC_2705968471	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03913	Menshen__NsnC_2710200711	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03914	Menshen__NsnC_2723509649	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03915	Menshen__NsnC_2726213746	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03916	Menshen__NsnC_2726216653	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03917	Menshen__NsnC_2729199380	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03918	Menshen__NsnC_2730555401	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03919	Menshen__NsnC_2745856126	NA	NsnC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03920	Mokosh_TypeI__MkoA	NA	MkoA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03921	Mokosh_TypeI__MkoA2	NA	MkoA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03922	Mokosh_TypeI__MkoB	NA	MkoB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03923	Mokosh_TypeI__MkoB2	NA	MkoB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03924	Mokosh_TypeII__MkoC	NA	MkoC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03925	Olokun__OloA	NA	OloA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03926	Olokun__OloB	NA	OloB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03927	PsyrTA__PsyrA	NA	PsyrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03928	PsyrTA__PsyrT	NA	PsyrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03929	RosmerTA__RmrT_2585209417	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03930	RosmerTA__RmrT_2600853143	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03931	RosmerTA__RmrT_2603008502	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03932	RosmerTA__RmrT_2617826694	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03933	RosmerTA__RmrT_2623274509	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03934	RosmerTA__RmrT_2634882613	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03935	RosmerTA__RmrT_2634932349	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03936	RosmerTA__RmrT_2641389401	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03937	RosmerTA__RmrT_2662548665	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03938	RosmerTA__RmrT_2664250653	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03939	RosmerTA__RmrT_2676476075	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03940	RosmerTA__RmrT_2677172838	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03941	RosmerTA__RmrT_2734955840	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03942	RosmerTA__RmrT_2753529055	NA	RmrT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03943	RosmerTA__RmrA_2585209417	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03944	RosmerTA__RmrA_2600853143	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03945	RosmerTA__RmrA_2603008502	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03946	RosmerTA__RmrA_2617826694	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03947	RosmerTA__RmrA_2623274509	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03948	RosmerTA__RmrA_2634882613	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03949	RosmerTA__RmrA_2634932349	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03950	RosmerTA__RmrA_2641389401	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03951	RosmerTA__RmrA_2662548665	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03952	RosmerTA__RmrA_2664250653	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03953	RosmerTA__RmrA_2676476075	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03954	RosmerTA__RmrA_2677172838	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03955	RosmerTA__RmrA_2734955840	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03956	RosmerTA__RmrA_2753529055	NA	RmrA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03957	SEFIR__bSEFIR	NA	bSEFIR	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03958	Shango__SngA	NA	SngA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03959	Shango__SngB	NA	SngB	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03960	Shango__SngC	NA	SngC	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03961	ShosTA__ShosA	NA	ShosA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03962	ShosTA__ShosT	NA	ShosT	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03963	SoFic__SoFic	NA	SoFic	NA	DefenseFinder	1.00E-05	0.5	0.3	10/hrkn	NA	NA
PDLC03964	Tiamat__TmtA	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03965	Tiamat__TmtA_2505168307	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03966	Tiamat__TmtA_2599863134	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03967	Tiamat__TmtA_2639564464	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03968	Tiamat__TmtA_2660206627	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03969	Tiamat__TmtA_2731770353	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03970	Tiamat__TmtA_2731874159	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03971	Tiamat__TmtA_2734769103	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03972	Tiamat__TmtA_2752664533	NA	TmtA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03973	Uzume__UzuA	NA	UzuA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03974	Uzume__UzuA_2660320622	NA	UzuA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03975	Uzume__UzuA_2712538620	NA	UzuA	NA	DefenseFinder	1.00E-05	0.3	0.3	10/hrkn	NA	NA
PDLC03976	PD-Lambda-1_WP_005960421.1	NA	PD-Lambda-1	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC03977	PD-Lambda-1_WP_082363513.1	NA	PD-Lambda-1	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC03978	PD-Lambda-2_A_WP_016495228.1	NA	PD-Lambda-2_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03979	PD-Lambda-2_A_WP_029458229.1	NA	PD-Lambda-2_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03980	PD-Lambda-2_A_WP_041707112.1	NA	PD-Lambda-2_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03981	PD-Lambda-2_A_WP_082542827.1	NA	PD-Lambda-2_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03982	PD-Lambda-2_B_WP_186338929.1	NA	PD-Lambda-2_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03983	PD-Lambda-2_C_WP_060202871.1	NA	PD-Lambda-2_C	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03984	PD-Lambda-2_C_WP_194753752.1	NA	PD-Lambda-2_C	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03985	PD-Lambda-2_C_WP_219582697.1	NA	PD-Lambda-2_C	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03986	PD-Lambda-3_A_WP_171958849.1	NA	PD-Lambda-3_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03987	PD-Lambda-3_B_WP_200055612.1	NA	PD-Lambda-3_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03988	PD-Lambda-3_B_WP_231671810.1	NA	PD-Lambda-3_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03989	PD-Lambda-4_A_WP_089723704.1	NA	PD-Lambda-4_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03990	PD-Lambda-4_A_WP_161400916.1	NA	PD-Lambda-4_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03991	PD-Lambda-4_A_WP_231420782.1	NA	PD-Lambda-4_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03992	PD-Lambda-4_B_WP_181667204.1	NA	PD-Lambda-4_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03993	PD-Lambda-5_A_WP_001808011.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03994	PD-Lambda-5_A_WP_027410339.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03995	PD-Lambda-5_A_WP_027670529.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03996	PD-Lambda-5_A_WP_039229846.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03997	PD-Lambda-5_A_WP_040133322.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03998	PD-Lambda-5_A_WP_072870873.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC03999	PD-Lambda-5_A_WP_075409631.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04000	PD-Lambda-5_A_WP_114926234.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04001	PD-Lambda-5_A_WP_117651086.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04002	PD-Lambda-5_A_WP_123940247.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04003	PD-Lambda-5_A_WP_124186009.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04004	PD-Lambda-5_A_WP_126649701.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04005	PD-Lambda-5_A_WP_134883021.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04006	PD-Lambda-5_A_WP_143223871.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04007	PD-Lambda-5_A_WP_147385307.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04008	PD-Lambda-5_A_WP_148348136.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04009	PD-Lambda-5_A_WP_151612346.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04010	PD-Lambda-5_A_WP_163116237.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04011	PD-Lambda-5_A_WP_168972518.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04012	PD-Lambda-5_A_WP_176300386.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04013	PD-Lambda-5_A_WP_183379445.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04014	PD-Lambda-5_A_WP_195188335.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04015	PD-Lambda-5_A_WP_197145808.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04016	PD-Lambda-5_A_WP_203582611.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04017	PD-Lambda-5_A_WP_214577131.1	NA	PD-Lambda-5_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04018	PD-Lambda-5_B_WP_110365848.1	NA	PD-Lambda-5_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04019	PD-Lambda-5_B_WP_192916452.1	NA	PD-Lambda-5_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04020	PD-Lambda-6_WP_000344866.1	NA	PD-Lambda-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04021	PD-T4-1_WP_136783210.1	NA	PD-T4-1	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04022	PD-T4-1_WP_225908711.1	NA	PD-T4-1	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04023	PD-T4-10_A_WP_169837300.1	NA	PD-T4-10_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04024	PD-T4-10_B_WP_124329019.1	NA	PD-T4-10_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04025	PD-T4-10_B_WP_154928988.1	NA	PD-T4-10_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04026	PD-T4-10_B_WP_186014499.1	NA	PD-T4-10_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04027	PD-T4-2_A_WP_228039480.1	NA	PD-T4-2_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04028	PD-T4-2_B_WP_070665572.1	NA	PD-T4-2_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04029	PD-T4-2_B_WP_124094095.1	NA	PD-T4-2_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04030	PD-T4-2_B_WP_172970552.1	NA	PD-T4-2_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04031	PD-T4-3_WP_201121852.1	NA	PD-T4-3	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04032	PD-T4-4_A_WP_157713883.1	NA	PD-T4-4_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04033	PD-T4-4_A_WP_197547880.1	NA	PD-T4-4_A	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04034	PD-T4-4_B_WP_035345503.1	NA	PD-T4-4_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04035	PD-T4-4_B_WP_064184586.1	NA	PD-T4-4_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04036	PD-T4-4_B_WP_094966196.1	NA	PD-T4-4_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04037	PD-T4-4_B_WP_109690952.1	NA	PD-T4-4_B	NA	Payne LJ	1.00E-05	0.5	0.3	10/gqwkdp	NA	NA
PDLC04038	PD-T4-5_WP_162303019.1	NA	PD-T4-5	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04039	PD-T4-6_WP_009677753.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04040	PD-T4-6_WP_011718859.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04041	PD-T4-6_WP_012633303.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04042	PD-T4-6_WP_036366335.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04043	PD-T4-6_WP_067834564.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04044	PD-T4-6_WP_083882641.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04045	PD-T4-6_WP_086836475.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
PDLC04046	PD-T4-6_WP_113935400.1	NA	PD-T4-6	NA	Payne LJ	1.00E-20	0.7	0.7	10/gqwkdp	NA	NA
